Type,Text,C3,C4,C5
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,,,
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a �150 prize. To collect is easy. Just call 09061743386,,,
ham,Hey you told your name to gautham ah?,,,
ham,Exactly. Anyways how far. Is jide her to study or just visiting,,,
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,,,
ham,Po de :-):):-):-):-). No need job aha.,,,
ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,,,
spam,SMS. ac sun0819 posts HELLO:\You seem cool," wanted to say hi. HI!!!\"" Stop? Send STOP to 62468""",,
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,,,
ham,No no. I will check all rooms befor activities,,,
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",,,
ham,Lol no. U can trust me.,,,
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,,,
ham,What happened in interview?,,,
ham,Why are u up so early?,,,
ham,"Yes obviously, but you are the eggs-pert and the potato head��_ Speak soon! ",,,
ham,She's borderline but yeah whatever.,,,
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,,,
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,,,
ham,Me n him so funny...,,,
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,,,
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",,,
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",,,
ham,Dear where you will be when i reach there,,,
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,,,
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",,,
ham,"Nah I don't think he goes to usf, he lives around here though",,,
ham,Thankyou so much for the call. I appreciate your care.,,,
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,,,
ham,No dear i was sleeping :-P,,,
ham,Yes. I come to nyc for audiitions and am trying to relocate.,,,
ham,Pls she needs to dat slowly or she will vomit more.,,,
ham,Yup song bro. No creative. Neva test quality. He said check review online.,,,
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,,,
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,,,
ham,Am also doing in cbe only. But have to pay.,,,
ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",,,
ham,So u wan 2 come for our dinner tonight a not?,,,
ham,You said to me before i went back to bed that you can't sleep for anything.,,,
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,,,
ham,I will spoil you in bed as well :),,,
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost �1.50. 2 cancel send STOP",,,
ham,Yo you around? A friend of mine's lookin to pick up later tonight,,,
ham,"That's fine, I'll bitch at you about it later then",,,
ham,Great comedy..cant stop laughing da:),,,
ham,have * good weekend.,,,
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,,,
ham,No did you check? I got his detailed message now,,,
ham,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""",,,
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,,,
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,,,
ham,Jus finish watching tv... U?,,,
ham,Fffff. Can you text kadeem or are you too far gone,,,
ham,Gokila is talking with you aha:),,,
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,,,
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",,,
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time ,,,
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",,,
ham,Eatin my lunch...,,,
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,,,
spam,"URGENT! Your Mobile No 07808726822 was awarded a �2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",,,
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,,,
ham,I not free today i haf 2 pick my parents up tonite...,,,
ham,On the road so cant txt,,,
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",,,
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",,,
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,,,
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",,,
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,,,
ham,"Sorry, I'll call later  &lt;#&gt; mins",,,
ham,Well welp is sort of a semiobscure internet thing,,,
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,,,
ham,Hi where you. You in home or calicut?,,,
ham,Guess who spent all last night phasing in and out of the fourth dimension,,,
ham,It means u could not keep ur words.,,,
ham,Prepare to be pleasured :),,,
ham,K...k:)why cant you come here and search job:),,,
ham,Gam gone after outstanding innings.,,,
ham,"Sorry, I'll call later",,,
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,,,
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",,,
ham,Yeah I'll try to scrounge something up,,,
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",,,
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins",,,
ham,I finished my lunch already. U wake up already?,,,
ham,Wot is u up 2 then bitch?,,,
ham,You're gonna have to be way more specific than that,,,
ham,"Get the door, I'm here",,,
ham,"Awesome, lemme know whenever you're around",,,
ham,"Sorry,  in meeting I'll call you later",,,
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,,,
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,,,
ham,Friends that u can stay on fb chat with,,,
ham,Great! So what attracts you to the brothas?,,,
ham,"Aight I'll grab something to eat too, text me when you're back at mu",,,
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A�1.50 minAPN LS278BB,,,
ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,,,
ham,She's good. How are you. Where r u working now,,,
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,,,
spam,Congratulations ur awarded either �500 of CD gift vouchers & Free entry 2 our �100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,,,
ham,Do have a nice day today. I love you so dearly.,,,
ham,Ok but tell me half an hr b4 u come i need 2 prepare.,,,
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc",,,
ham,Wat time u finish ur lect today?,,,
ham,What is important is that you prevent dehydration by giving her enough fluids,,,
ham,Hey... Very inconvenient for your sis a not huh?,,,
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you,,,
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,,,
ham,Sat right? Okay thanks... ,,,
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,,,
ham,How dare you change my ring,,,
spam,Dear Subscriber ur draw 4 �100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,,,
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,,,
ham,I am going to sleep. I am tired of travel.,,,
spam,Todays Voda numbers ending with 7634 are selected to receive a �350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,,,
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,,,
ham,"Aight will do, thanks again for comin out",,,
ham,I tagged MY friends that you seemed to count as YOUR friends.,,,
ham,Hey company elama po mudyadhu.,,,
ham,K.k:)apo k.good movie.,,,
ham,I'll probably be around mu a lot,,,
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep",,,
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",,,
ham,Huh so late... Fr dinner?,,,
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,,,
spam,WIN a year supply of CDs 4 a store of ur choice worth �500 & enter our �100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,,,
ham,Haha... can... But i'm having dinner with my cousin...,,,
ham,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,"U NO THECD ISV.IMPORTANT TOME 4 2MORO\""""",
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,,,
ham,I know you are. Can you pls open the back?,,,
ham,Ya but it cant display internal subs so i gotta extract them,,,
ham,Anything lor... U decide...,,,
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,,,
ham,"K so am I, how much for an 8th? Fifty?",,,
ham,4 oclock at mine. Just to bash out a flat plan.,,,
ham,You call him now ok i said call him,,,
ham,That's necessarily respectful,,,
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",,,
ham,Nvm take ur time.,,,
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",,,
ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,,,
ham,Ok. There may be a free gym about.,,,
ham,What should i eat fo lunch senor,,,
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,,,
ham,Aah bless! How's your arm?,,,
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",,,
ham,I want to lick your pussy now...,,,
ham,Yeah whatever lol,,,
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,,,
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",,,
ham,Yes. Last  practice,,,
ham,Ok i also wan 2 watch e 9 pm show...,,,
ham,Yes when is the appt again?,,,
spam,"Loan for any purpose �500 - �75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",,,
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,,,
ham,Sitting ard nothing to do lor. U leh busy w work?,,,
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),,,
ham,Its good to hear from you,,,
ham,I'm done...,,,
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,,,
ham,"Customer place, i wil cal u sir.",,,
ham,"This is one of the days you have a billion classes, right?",,,
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,,,
ham,"Yup, leaving right now, be back soon",,,
spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg �1.50",,,
ham,If u dun drive then how i go 2 sch.,,,
ham,"I call you later, don't have network. If urgnt, sms me.",,,
ham,"Aight, we'll head out in a few",,,
ham,Send me yetty's number pls.,,,
ham,Thx. All will be well in a few months,,,
ham,I think i am disturbing her da,,,
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",,,
ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,,,
spam,+123 Congratulations - in this week's competition draw u have won the �1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,,,
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",,,
ham,Ok.,,,
ham,Update your face book status frequently :),,,
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come,,,
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,,,
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,,,
ham,Networking technical support associate.,,,
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,,,
ham,Tell me again what your address is,,,
ham,"That's the trouble with classes that go well - you're due a dodgey one ��_ Expecting mine tomo! See you for recovery, same time, same place ",,,
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,,,
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,,,
ham,Aiyah u did ok already lar. E nydc at wheellock?,,,
ham,Ok... C ya...,,,
ham,Otherwise had part time job na-tuition..,,,
ham,So lets make it saturday or monday as per convenience.,,,
ham,"Awesome, think we can get an 8th at usf some time tonight?",,,
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,,,
ham,Crazy ar he's married. �� like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,,,
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,,,
ham,Nt yet chikku..simple habba..hw abt u?,,,
ham,Then what about further plan?,,,
ham,I'm glad. You are following your dreams.,,,
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",,,
ham,Bring tat cd don forget,,,
ham,Lara said she can loan me  &lt;#&gt; .,,,
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",,,
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,,,
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",,,
ham,I am going to sao mu today. Will be done only at 12 ,,,
ham,I'll be late...,,,
ham,So how's the weather over there?,,,
ham,Keep my payasam there if rinu brings,,,
ham,At home by the way,,,
ham,Sir send to group mail check it.,,,
ham,So i asked how's anthony. Dad. And your bf,,,
ham,Webpage s not available!,,,
ham,Jus ans me lar. U'll noe later.,,,
ham,Huh i cant thk of more oredi how many pages do we have?,,,
spam,74355 XMAS iscoming & ur awarded either �500 CD gift vouchers & free entry 2 r �100 weekly draw txt MUSIC to 87066 TnC,,,
ham,Howz that persons story,,,
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",,,
ham,645,,,
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,,,
ham,I am on the way to ur home,,,
ham,Lol! Oops sorry! Have fun. ,,,
ham,5 nights...We nt staying at port step liao...Too ex,,,
ham,"Hi this is yijue, can i meet u at 11 tmr?",,,
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if �_ leaving earlier or wat mah cos mayb �_ haf to walk v far...,,,
ham,Aiyo a bit pai seh �_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,,,
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,,,
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,,,
ham,what are your new years plans?,,,
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,,,
ham,This phone has the weirdest auto correct.,,,
ham,Audrie lousy autocorrect,,,
ham,Ard 6 like dat lor.,,,
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,,,
ham,Where are you?when wil you reach here?,,,
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,,,
ham,I've reached home n i bathe liao... U can call me now...,,,
ham,Be happy there. I will come after noon,,,
ham,Give one miss from that number please,,,
ham,Yar... I tot u knew dis would happen long ago already.,,,
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",,,
ham,They just talking thats it de. They wont any other.,,,
ham,Hi mom we might be back later than  &lt;#&gt; ,,,
ham,"yeah, that's what I was thinking",,,
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",,,
ham,So when you gonna get rimac access ,,,
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",,,
ham,Can �_ all decide faster cos my sis going home liao..,,,
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",,,
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!,,,
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,,,
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,,,
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",,,
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,,,
ham,I said its okay. Sorry,,,
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,,,
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,,,
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",,,
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,,,
ham,I am 6 ft. We will be a good combination!,,,
ham,Stupid auto correct on my phone,,,
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",,,
ham,I'm at home. Please call,,,
ham,How are you doing. How's the queen. Are you going for the royal wedding,,,
ham,I can't describe how lucky you are that I'm actually awake by noon,,,
ham,I'm awake oh. What's up.,,,
ham,I love your ass! Do you enjoy doggy style? :),,,
ham,Old Orchard near univ. How about you?,,,
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",,,
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,,,
ham,You call him and tell now infront of them. Call him now.,,,
ham,University of southern california.,,,
ham,My battery is low babe,,,
ham,Hi good mornin.. Thanku wish u d same..,,,
ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,,,
ham,Pick you up bout 7.30ish? What time are  and that going?,,,
ham,I'm reaching home in 5 min.,,,
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",,,
ham,Ranjith cal drpd Deeraj and deepak 5min hold,,,
ham,How much it will cost approx . Per month.,,,
ham,We can go 4 e normal pilates after our intro...  ,,,
ham,If you're thinking of lifting me one then no.,,,
ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",,,
ham,"sorry, no, have got few things to do. may be in pub later.",,,
spam,You have an important customer service announcement from PREMIER.,,,
ham,"Its good, we'll find a way",,,
ham,Please ask mummy to call father,,,
ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,,,
ham,"GOD ASKED, \What is forgiveness?\"" A little child gave lovely reply"," \""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......""",,
ham,Dude how do you like the buff wind.,,,
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",,,
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,,,
ham,At home watching tv lor.,,,
ham,You still at the game?,,,
spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,,,
ham,Want to send me a virtual hug?... I need one,,,
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,,,
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",,,
ham,Is xy going 4 e lunch?,,,
ham,"If i let you do this, i want you in the house by 8am.",,,
ham,K sure am in my relatives home. Sms me de. Pls:-),,,
ham,Come by our room at some point so we can iron out the plan for this weekend,,,
ham,i dnt wnt to tlk wid u,,,
spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",,,
ham,Shall i come to get pickle,,,
ham,&lt;#&gt;  w jetton ave if you forgot,,,
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",,,
ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),,,
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,,,
ham,I'm in town now so i'll jus take mrt down later.,,,
ham,You could have seen me..i did't recognise you Face.:),,,
ham,Excellent! Wish we were together right now!,,,
ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,,,
ham,I have gone into get info bt dont know what to do,,,
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,,,
ham,"Just arrived, see you in a couple days &lt;3",,,
ham,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\""""",,,
ham,After the drug she will be able to eat.,,,
ham,* Will be september by then!,,,
ham,"Doing nothing, then u not having dinner w us?",,,
ham,When should I come over?,,,
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee,,,
ham,When did you get to the library,,,
ham,Then she dun believe wat?,,,
ham,I want  &lt;#&gt;  rs da:)do you have it?,,,
ham,"Sorry my roommates took forever, it ok if I come by now?",,,
ham,"Haha get used to driving to usf man, I know a lot of stoners",,,
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,,,
ham,Nvm it's ok...,,,
ham,In the end she might still vomit but its okay. Not everything will come out.,,,
ham,Wat r u doing?,,,
ham,Also andros ice etc etc,,,
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",,,
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls�1/minMobsmoreLKPOBOX177HP51FL,,,
ham,PICK UR FONE UP NOW U DUMB?,,,
ham,No da if you run that it activate the full version da.,,,
ham,Lol great now im getting hungry.,,,
ham,"It'll be tough, but I'll do what I have to",,,
ham,Haha i think i did too,,,
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",,,
ham,Hey gals...U all wanna meet 4 dinner at n��te? ,,,
ham,He is a womdarfull actor,,,
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,,,
ham,"Sorry, I'll call later",,,
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,,,
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",,,
ham,I can send you a pic if you like :),,,
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,,,
ham,Just getting back home,,,
ham,"Hey elaine, is today's meeting still on?",,,
ham,Dhoni have luck to win some big title.so we will win:),,,
ham,Still i have not checked it da. . .,,,
ham,"By the way, 'rencontre' is to meet again. Mountains dont....",,,
ham,K..k:)how much does it cost?,,,
ham,I went to project centre,,,
ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,,,
ham,My phone,,,
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",,,
ham,No just send to you. Bec you in temple na.,,,
ham,I accidentally brought em home in the box,,,
ham,"life alle mone,eppolum oru pole allalo",,,
ham,Today my system sh get ready.all is well and i am also in the deep well,,,
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,,,
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,,,
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.,,,
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 �3/wk 087016248,,,
spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,,,
