Type,Text,C3,C4,C5
ham,"St andre, virgil's cream",,,
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",,,
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",,,
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)",,,
ham,Pls pls find out from aunt nike.,,,
ham,Hey i've booked the 2 lessons on sun liao...,,,
ham,"I am real, baby! I want to bring out your inner tigress...",,,
ham,And now electricity just went out fml.,,,
ham,No message..no responce..what happend?,,,
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,,,
ham,Ok.ok ok..then..whats ur todays plan,,,
spam,CDs 4u: Congratulations ur awarded �500 of CD gift vouchers or �125 gift guaranteed & Freeentry 2 �100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,,,
ham,"Awesome, I'll see you in a bit",,,
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,,,
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,,,
ham,I'm going out to buy mum's present ar.,,,
ham,Early bird! Any purchases yet?,,,
ham,You are a very very very very bad girl. Or lady.,,,
ham,Good. Good job. I like entrepreneurs,,,
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",,,
ham,Good evening! this is roger. How are you?,,,
ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,,,
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",,,
ham,Got smaller capacity one? Quite ex...,,,
ham,Black shirt n blue jeans... I thk i c �_...,,,
ham,Still i have not checked it da. . .,,,
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,,,
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",,,
ham,Thats cool. How was your day?,,,
ham,Ugh. Gotta drive back to sd from la. My butt is sore.,,,
ham,"Oh yes, why is it like torture watching england?",,,
ham,"[��_] anyway, many good evenings to u! s",,,
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,,,
ham,3 pa but not selected.,,,
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,,,
ham,S..antha num corrct dane,,,
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,,,
ham,"I dont knw pa, i just drink milk..",,,
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,,,
ham,Pls help me tell Ashley that i cant find her number oh,,,
ham,Yup no more already... Thanx 4 printing n handing it up.,,,
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",,,
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p�3.99,,,
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",,,
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.",,,
ham,Anything lor is she coming?,,,
ham,"Goodnight, sleep well da please take care pa. Please.",,,
ham,Hasn't that been the pattern recently crap weekends?,,,
ham,I only haf msn. It's yijue@hotmail.com,,,
ham,ok....take care.umma to you too...,,,
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,,,
ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",,,
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,,,
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,,,
ham,"Uh, heads up we don't have THAT much left",,,
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,,,
ham,Me n him so funny...,,,
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",,,
ham,I think if he rule tamilnadu..then its very tough for our people.,,,
ham,Not..tel software name..,,,
spam,"For ur chance to win a �250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",,,
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,,,
ham,LOL that would be awesome payback.,,,
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls�1/minMobsmoreLKPOBOX177HP51FL,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a �2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,,,
ham,Shant disturb u anymore... Jia you...,,,
ham,Understand. his loss is my gain :) so do you work? School?,,,
ham,Sleeping nt feeling well,,,
spam,Ur balance is now �500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,,,
ham,I ask if u meeting da ge tmr nite...,,,
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,,,
spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, �1.50 to rcv",,,
ham, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,,,
ham,"Y cant u try new invention to fly..i'm not joking.,",,,
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,,,
ham,....photoshop makes my computer shut down.,,,
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,,,
ham,Ooooooh I forgot to tell u I can get on yoville on my phone,,,
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",,,
ham,Sorry . I will be able to get to you. See you in the morning.,,,
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,,,
ham,Jokin only lar... :-) depends on which phone my father can get lor...,,,
ham,I place all ur points on e cultures module already.,,,
ham,Same. Wana plan a trip sometme then,,,
spam,Moby Pub Quiz.Win a �100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP �1.50 008704050406 SP Arrow,,,
ham,Pls go there today  &lt;#&gt; . I dont want any excuses,,,
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",,,
ham,Hello madam how are you ?,,,
ham,My birthday is on feb  &lt;#&gt;  da. .,,,
ham,"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\""""",,,
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",,,
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,,,
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there,,,
ham,Send to someone else :-),,,
ham,Well that must be a pain to catch,,,
ham,If india win or level series means this is record:),,,
ham,"Aight, I'll ask a few of my roommates",,,
ham,Wewa is 130. Iriver 255. All 128 mb.,,,
ham,Take us out shopping and Mark will distract Isaiah.=D,,,
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,,,
ham,Thanx a lot...,,,
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,,,
ham,Tmr timin still da same wat cos i got lesson until 6...,,,
ham,Ok.. �� finishing soon?,,,
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,,,
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,,,
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,,,
ham,Well I'm going to be an aunty!,,,
ham,Match started.india  &lt;#&gt;  for 2,,,
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",,,
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",,,
ham,Ok leave no need to ask,,,
spam,"Loan for any purpose �500 - �75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",,,
ham,"(No promises on when though, haven't even gotten dinner yet)",,,
ham,Did u see what I posted on your Facebook?,,,
ham,Lol u still feeling sick?,,,
ham,We stopped to get ice cream and will go back after,,,
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,,,
ham,�� predict wat time �_'ll finish buying?,,,
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",,,
ham,"I��m cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",,,
ham,How much did ur hdd casing cost.,,,
ham,Super da:)good replacement for murali,,,
ham,"Goodmorning, today i am late for 2hrs. Because of back pain.",,,
ham,Nice.nice.how is it working?,,,
ham,"K, if u bored up just come to my home..",,,
spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,,,
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,,,
ham,Went fast asleep dear.take care.,,,
ham,S.i'm watching it in live..,,,
ham,Dad says hurry the hell up,,,
ham,Okie...,,,
ham,Wait  &lt;#&gt;  min..,,,
ham,"Goodmorning,my grandfather expired..so am on leave today.",,,
ham,What is important is that you prevent dehydration by giving her enough fluids,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,,,
ham,"Sorry, I'll call later",,,
ham,And whenever you and i see we can still hook up too.,,,
ham,"I'm in a meeting, call me later at",,,
spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg �1.50",,,
ham,No problem. Talk to you later,,,
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,,,
ham,WHORE YOU ARE UNBELIEVABLE.,,,
ham,It shall be fine. I have avalarr now. Will hollalater,,,
ham,"Sorry, got a late start, we're on the way",,,
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.,,,
ham,I thk �_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,,,
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,,,
ham,"THAT��S ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DON��T WORRY.C U L8TR HUN!LOVE Yaxxx",,,
ham,Great! So what attracts you to the brothas?,,,
ham,Long beach lor. Expected... U having dinner now?,,,
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,,,
ham,Ok... Thanx... Gd nite 2 �_ too...,,,
ham,Yes. Nigh you cant aha.,,,
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,,,
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins",,,
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",,,
ham,I donno if they are scorable,,,
ham,"Alright, we're all set here, text the man",,,
ham,Ok... Then r we meeting later?,,,
ham,:( but your not here....,,,
ham,Hi mom we might be back later than  &lt;#&gt; ,,,
ham,Is that seriously how you spell his name?,,,
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,,,
ham,I'll text now! All creepy like so he won't think that we forgot,,,
ham,No. I.ll meet you in the library,,,
ham,Hey anyway i have to :-),,,
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",,,
ham,But pls dont play in others life.,,,
ham,When did i use soc... I use it only at home... �� dunno how 2 type it in word ar...,,,
ham,Where are the garage keys? They aren't on the bookshelf,,,
ham,S:)s.nervous  &lt;#&gt; :),,,
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",,,
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",,,
ham,�� only send me the contents page...,,,
ham,am up to my eyes in philosophy,,,
ham,Did you stitch his trouser,,,
ham,Gd luck 4 ur exams :-),,,
ham,"Aight, tomorrow around  &lt;#&gt;  it is",,,
ham,Thats cool. I want to please you...,,,
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or �10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",,,
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",,,
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",,,
ham,Me too! Have a lovely night xxx,,,
ham,K. Did you call me just now ah? ,,,
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",,,
ham,7 lor... Change 2 suntec... Wat time u coming?,,,
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",,,
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,,,
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",,,
ham,Enjoy ur life. . Good night,,,
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",,,
ham,"Awesome, be there in a minute",,,
ham,"Its ok, if anybody asks abt me, u tel them..:-P",,,
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,,,
ham,"Like  &lt;#&gt; , same question",,,
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,,,
ham,Then ur physics get a-?,,,
ham,Ok i vl..do u know i got adsense approved..,,,
ham,Anytime lor...,,,
ham,Oh k:)after that placement there ah?,,,
ham,Are you this much buzy,,,
ham,Convey my regards to him,,,
ham,Hey mate. Spoke to the mag people. We���re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,,,
spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",,,
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,,,
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,,,
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,,,
ham,Im good! I have been thinking about you...,,,
ham,\CHA QUITEAMUZING THAT��SCOOL BABE,"PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE \""""",,
ham,Today am going to college so am not able to atten the class.,,,
ham,Shopping? Eh ger i toking abt syd leh...Haha,,,
ham,Oh god..taken the teeth?is it paining,,,
ham,U still painting ur wall?,,,
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/,,,
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,,,
ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",,,
ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,,,
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,,,
ham,Gud mrng dear hav a nice day,,,
ham,Remember on that day..,,,
ham,i felt so...not any conveying reason.. Ese he... What about me?,,,
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",,,
ham,That's y we haf to combine n c how lor...,,,
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,,,
ham,Talk to g and x about that,,,
ham,Hey we can go jazz power yoga hip hop kb and yogasana ,,,
ham,No da. . Vijay going to talk in jaya tv,,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,,,
ham,* Will have two more cartons off u and is very pleased with shelves,,,
ham,Otherwise had part time job na-tuition..,,,
ham,Prabha..i'm soryda..realy..frm heart i'm sory,,,
ham,Update your face book status frequently :),,,
ham,Ew are you one of them?,,,
ham,I'm reaching home in 5 min.,,,
ham,COME BACK TO TAMPA FFFFUUUUUUU,,,
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .,,,
ham,I am on the way to ur home,,,
ham,Ok...,,,
spam,85233 FREE>Ringtone!Reply REAL,,,
ham,Are you going to wipro interview today?,,,
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,,,
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a �150 prize. To collect is easy. Just call 09061743386 ,,,
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home",,,
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",,,
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",,,
ham,How come u got nothing to do?,,,
ham,Maybe you should find something else to do instead???,,,
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",,,
ham,My battery is low babe,,,
ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""",,,
ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,,,
ham,Am watching house ��� very entertaining ��� am getting the whole hugh laurie thing ��� even with the stick ��� indeed especially with the stick.,,,
ham,"Haha yeah, 2 oz is kind of a shitload",,,
ham,Cos darren say �_ considering mah so i ask �_...,,,
ham,But i'm surprised she still can guess right lor...,,,
ham,"And how you will do that, princess? :)",,,
ham,Yes i will be there. Glad you made it.,,,
ham,Yeah right! I'll bring my tape measure fri!,,,
ham,Was actually about to send you a reminder today. Have a wonderful weekend,,,
ham,"When you get free, call me",,,
ham,Thanx 4 sending me home...,,,
ham,Come to my home for one last time i wont do anything. Trust me.,,,
spam,"Auction round 4. The highest bid is now �54. Next maximum bid is �71. To bid, send BIDS e. g. 10 (to bid �10) to 83383. Good luck.",,,
ham,Mm umma ask vava also to come tell him can play later together,,,
ham,Wat r u doing now?,,,
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",,,
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room",,,
ham,Moji i love you more than words. Have a rich day,,,
ham,I'm gonna rip out my uterus.,,,
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol",,,
ham,Are you angry with me. What happen dear,,,
ham,I luv u soo much u don��t understand how special u r 2 me ring u 2morrow luv u xxx,,,
ham,Honey boo I'm missing u.,,,
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,,,
ham,Sat right? Okay thanks... ,,,
ham,Wot u up 2 u weirdo?,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,,,
ham,No message..no responce..what happend?,,,
ham,Up to �_... �� wan come then come lor... But i din c any stripes skirt...,,,
ham,how tall are you princess?,,,
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\"""," just as a shop has to give a guarantee on what they sell. B. G.""",,
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"," bt not his girlfrnd... G o o d n i g h t . . .@""",,
ham,Good morning princess! How are you?,,,
ham,Customer place i will call you,,,
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",,,
ham,Wot is u up 2 then bitch?,,,
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,,,
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",,,
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",,,
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,,,
ham,I'm working technical support :)voice process.,,,
ham,WHAT TIME U WRKIN?,,,
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",,,
ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",,,
ham,Waiting for your call.,,,
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",,,
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,,,
ham,Ok no prob. Take ur time.,,,
ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,,,
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,,,
ham,There is no sense in my foot and penis.,,,
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,,,
ham,Tell me whos this pls:-),,,
ham,"This is one of the days you have a billion classes, right?",,,
ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,,,
ham,Please leave this topic..sorry for telling that..,,,
ham,"Hey , is * rite u put ��10 evey mnth is that all?",,,
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",,,
ham,Yay! You better not have told that to 5 other girls either.,,,
spam,"For ur chance to win a �250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",,,
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.,,,
ham,Dude just saw a parked car with its sunroof popped up. Sux,,,
spam,"URGENT!! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins",,,
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear..""",,,
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",,,
spam,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",,,
ham,So i asked how's anthony. Dad. And your bf,,,
ham,I'm in class. Will holla later,,,
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,,,
ham,Surely result will offer:),,,
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,,,
ham,Yes. Rent is very expensive so its the way we save.,,,
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",,,
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,,,
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,,,
spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",,,
ham,I'm meeting Darren...,,,
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,,,
ham,Siva is in hostel aha:-.,,,
ham,"Call me da, i am waiting for your call.",,,
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,,,
ham,Sorry completely forgot * will pop em round this week if your still here?,,,
ham,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,,,
ham,Going for dinner.msg you after.,,,
ham,Yeah do! Don���t stand to close tho- you���ll catch something!,,,
spam,FREE entry into our �250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,,,
ham,"No my blankets are sufficient, thx",,,
ham,Dear where you. Call me,,,
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"," bt not his girlfrnd... G o o d n i g h t . . .@""",,
ham,Sorry da. I gone mad so many pending works what to do.,,,
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",,,
ham,I'm thinking that chennai forgot to come for auction..,,,
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,,,
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.,,,
ham,You will be in the place of that man,,,
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,,,
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,,,
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,,,
ham,Are you in castor? You need to see something,,,
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",,,
