Type,Text,C3,C4,C5
ham,"Babe, I need your advice",,,
ham,Lmao. Take a pic and send it to me.,,,
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,,,
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",,,
ham,"Yeah, don't go to bed, I'll be back before midnight",,,
ham,Id onluy matters when getting on from offcampus,,,
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,,,
ham,I know you mood off today,,,
ham,U come n search tat vid..not finishd..,,,
ham,Shall i send that exe to your mail id.,,,
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",,,
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,,,
spam,Last chance 2 claim ur �150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. �3.00 Sub. 16 . Remove txt X or STOP,,,
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,
ham,"Excellent, I'll see what riley's plans are",,,
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,,,
ham,You still around? I could use a half-8th,,,
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,,,
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,,,
ham,Yeah my usual guy's out of town but there're definitely people around I know,,,
ham,Yar... I tot u knew dis would happen long ago already.,,,
ham,Some are lasting as much as 2 hours. You might get lucky.,,,
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),,,
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls �1/minMobsmoreLKPOBOX177HP51FL,,,
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,,,
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent.",,,
ham,Tmr then �_ brin lar... Aiya later i come n c lar... Mayb �_ neva set properly �_ got da help sheet wif �_...,,,
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,,,
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",,,
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,,,
ham,Package all your programs well,,,
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,,,
ham,"Theoretically yeah, he could be able to come",,,
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,,,
ham,Oh k :)why you got job then whats up?,,,
ham,Sat right? Okay thanks... ,,,
ham,Oh is it? Send me the address,,,
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",,,
ham,Nothing spl..wat abt u and whr ru?,,,
ham,If you r @ home then come down within 5 min,,,
ham,Just seeing your missed call my dear brother. Do have a gr8 day.,,,
ham,Nice.nice.how is it working?,,,
ham,May b approve panalam...but it should have more posts..,,,
ham,No:-)i got rumour that you going to buy apartment in chennai:-),,,
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,,,
ham,IM GONNA MISS U SO MUCH,,,
ham,So gd got free ice cream... I oso wan...,,,
ham,I am waiting for your call sir.,,,
ham,Waiting for your call.,,,
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",,,
ham,Dude how do you like the buff wind.,,,
ham,I not at home now lei...,,,
ham,Yup i'm elaborating on the safety aspects and some other issues..,,,
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,,,
ham,Thats cool. i liked your photos. You are very sexy!,,,
ham,And pls pls drink plenty plenty water,,,
ham,K.k:)apo k.good movie.,,,
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,,,
ham,We are both fine. Thanks,,,
ham,Can �_ all decide faster cos my sis going home liao..,,,
ham,Sweet heart how are you?,,,
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a �200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 �1.50perWKsub,,,
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX �1.50,,,
ham,You got called a tool?,,,
ham,Its not that time of the month nor mid of the time?,,,
ham,Lemme know when you're here,,,
ham,I am taking half day leave bec i am not well,,,
ham,One of best dialogue in cute reltnship..!! \Wen i Die," Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8""",,
ham,Yup no more already... Thanx 4 printing n handing it up.,,,
ham,I know you are. Can you pls open the back?,,,
ham,Watching tv now. I got new job :),,,
ham,I'm glad. You are following your dreams.,,,
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,,,
ham,I'm in class. Will holla later,,,
ham,I think i am disturbing her da,,,
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",,,
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,,,
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,,,
ham,Babe ? I lost you ... Will you try rebooting ?,,,
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",,,
ham,Really dun bluff me leh... U sleep early too. Nite...,,,
ham,Yes just finished watching days of our lives. I love it.,,,
ham,University of southern california.,,,
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp �1.50/msg.,,,
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,,,
ham,U having lunch alone? I now so bored...,,,
ham,Where do you need to go to get it?,,,
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",,,
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,,,
spam,u r a winner U ave been specially selected 2 receive �1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),,,
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,,,
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a �150 prize. To collect is easy. Just call 09061743386,,,
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,,,
ham,I have no idea where you are,,,
ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,,,
ham,"Yep, by the pretty sculpture",,,
ham,You are gorgeous! keep those pix cumming :) thank you!,,,
ham,What Today-sunday..sunday is holiday..so no work..,,,
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",,,
ham,Hasn't that been the pattern recently crap weekends?,,,
ham,Yup i've finished c �_ there...,,,
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",,,
ham,So why didnt you holla?,,,
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,,,
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",,,
ham,I love to wine and dine my lady!,,,
ham,Mm i had my food da from out,,,
ham,Lol yeah at this point I guess not,,,
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,,,
ham,"Omw back to tampa from west palm, you hear what happened?",,,
ham,Nice.nice.how is it working?,,,
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,,,
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",,,
spam,You have WON a guaranteed �1000 cash or a �2000 prize.To claim yr prize call our customer service representative on,,,
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,,,
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",,,
ham,"Haha awesome, be there in a minute",,,
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,,,
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",,,
ham,Okie,,,
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,,,
ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,,,
spam,Congratulations ur awarded either �500 of CD gift vouchers & Free entry 2 our �100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,,,
ham,Shall i start from hear.,,,
ham,Reckon need to be in town by eightish to walk from * carpark.,,,
ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.,,,
ham,"Sorry, I'll call later In meeting.",,,
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,,,
ham,"Sorry, I'll call later",,,
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,,,
ham,I'm job profile seems like bpo..,,,
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins",,,
ham,I'm fine. Hope you are also,,,
spam,500 free text msgs. Just text ok to 80488 and we'll credit your account,,,
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,,,
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,,,
ham,"Just arrived, see you in a couple days &lt;3",,,
ham,But i haf enuff space got like 4 mb...,,,
ham,S....s...india going to draw the series after many years in south african soil..,,,
ham,You bad girl. I can still remember them,,,
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,,,
ham,Lol where do u come up with these ideas?,,,
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",,,
ham,I think the other two still need to get cash but we can def be ready by 9,,,
ham,I thought slide is enough.,,,
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,,,
ham,Do have a nice day today. I love you so dearly.,,,
ham,I think its far more than that but find out. Check google maps for a place from your dorm.,,,
ham,Nt joking seriously i told,,,
ham,If u sending her home first it's ok lor. I'm not ready yet.,,,
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,,,
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,,,
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",,,
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,,,
ham,I am not sure about night menu. . . I know only about noon menu,,,
ham,My phone,,,
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,,,
ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",,,
ham,But that's on ebay it might be less elsewhere.,,,
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged �4.50. Should your tone not arrive please call customer services on 09065069120",,,
ham,"St andre, virgil's cream",,,
ham,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\""""",,,
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,,,
ham,K..k:)how much does it cost?,,,
ham,say thanks2. ,,,
ham,26th OF JULY,,,
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",,,
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a �2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,,,
ham,"As usual..iam fine, happy &amp; doing well..:)",,,
ham,Oh really?? Did you make it on air? What's your talent?,,,
ham,You intrepid duo you! Have a great time and see you both soon. ,,,
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a �900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,,,
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",,,
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,,,
ham,Huh so late... Fr dinner?,,,
ham,Webpage s not available!,,,
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,,,
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,,,
ham,LOL what happens in Vegas stays in vegas,,,
ham,U still havent got urself a jacket ah?,,,
ham,Oh :-)only 4 outside players allowed to play know,,,
ham,Haha i think i did too,,,
ham,How much is blackberry bold2 in nigeria.,,,
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,,,
ham,Also hi wesley how've you been,,,
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,,,
ham,Noice. Text me when you're here,,,
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,,,
spam,FREE entry into our �250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,,,
ham,Is she replying. Has boye changed his phone number,,,
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",,,
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,,,
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",,,
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !,,,
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,,,
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",,,
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,,,
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,,,
ham,So wat's da decision?,,,
ham,"Just dropped em off, omw back now",,,
ham,You could have seen me..i did't recognise you Face.:),,,
ham,Done it but internet connection v slow and can���t send it. Will try again later or first thing tomo.,,,
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,,,
ham,"Just wondering, the others just took off",,,
ham,�� give me some time to walk there.,,,
ham,Roger that. We���re probably going to rem in about 20,,,
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",,,
ham,I think it's all still in my car,,,
ham,There are many company. Tell me the language.,,,
ham,Happy New Year Princess!,,,
ham,No it will reach by 9 only. She telling she will be there. I dont know,,,
ham,Hi dis is yijue i would be happy to work wif �_ all for gek1510...,,,
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,,,
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",,,
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,,,
spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",,,
ham,ok. I am a gentleman and will treat you with dignity and respect.,,,
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,,,
ham,You still at grand prix?,,,
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,,,
ham,What is the plural of the noun research?,,,
ham,I thk 50 shd be ok he said plus minus 10.. Did �_ leave a line in between paragraphs?,,,
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",,,
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,,,
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",,,
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",,,
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",,,
ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",,,
ham,I'll probably be by tomorrow (or even later tonight if something's going on),,,
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you,,,
ham,Give one miss from that number please,,,
ham,I'm leaving my house now.,,,
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",,,
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,,,
ham,Cuz ibored. And don wanna study,,,
ham,When did you get to the library,,,
spam,Todays Voda numbers ending 1225 are selected to receive a �50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,,,
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",,,
ham,Howz that persons story,,,
ham,Wat r u doing?,,,
ham,Just sleeping..and surfing,,,
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",,,
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",,,
ham,"This is one of the days you have a billion classes, right?",,,
ham,Lol! Oops sorry! Have fun. ,,,
ham,Oh... Okie lor...We go on sat... ,,,
ham,Short But Cute : \ Be a good person ," but dont try to prove\"" ..... Gud mrng...""",,
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,,,
ham,Nothin comes to my mind. �� help me buy hanger lor. Ur laptop not heavy?,,,
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,,,
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,,,
ham,Dunno y u ask me.,,,
ham,Me too! Have a lovely night xxx,,,
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,,,
ham,I'm in chennai velachery:),,,
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,,,
ham,Why didn't u call on your lunch?,,,
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",,,
spam,"For ur chance to win a �250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",,,
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",,,
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,,,
ham,"Not much, just some textin'. How bout you?",,,
ham,No:-)i got rumour that you going to buy apartment in chennai:-),,,
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,,,
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,,,
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,,,
ham,"Haha awesome, omw back now then",,,
ham,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",,,
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,,,
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,,,
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",,,
ham,"It'll be tough, but I'll do what I have to",,,
ham,Erutupalam thandiyachu,,,
ham,K k:) sms chat with me.,,,
spam,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\""""",,,
ham,Come by our room at some point so we can iron out the plan for this weekend,,,
ham,My sister got placed in birla soft da:-),,,
ham,Well welp is sort of a semiobscure internet thing,,,
ham,Yup ok...,,,
ham,"GOD ASKED, \What is forgiveness?\"" A little child gave lovely reply"," \""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......""",,
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,,,
ham,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,,,
ham,I'll meet you in the lobby,,,
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",,,
ham,"Mah b, I'll pick it up tomorrow",,,
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,,,
ham,I was gonna ask you lol but i think its at 7,,,
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",,,
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",,,
ham,Yes princess! I want to catch you with my big strong hands...,,,
ham,"Haha yeah I see that now, be there in a sec",,,
ham,At what time are you coming.,,,
spam,URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,,,
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,,,
ham,Unlimited texts. Limited minutes.,,,
ham,Carlos says we can pick up from him later so yeah we're set,,,
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,,,
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,,,
ham,Ok set let u noe e details later...,,,
ham,Yupz... I've oredi booked slots 4 my weekends liao... ,,,
ham,Hmmm.still we dont have opener?,,,
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok,,,
ham,Wat time �_ finish?,,,
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",,,
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",,,
ham,... Are you in the pub?,,,
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or �10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",,,
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just �5 by replying GET BBDELUXE and take the challenge,,,
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,,,
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,,,
ham,Where r we meeting?,,,
ham,Yay can't wait to party together!,,,
ham,U guys never invite me anywhere :(,,,
ham,Nope... C �_ then...,,,
ham,Yo dude guess who just got arrested the other day,,,
ham,Am also doing in cbe only. But have to pay.,,,
ham,Do u noe how 2 send files between 2 computers?,,,
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",,,
spam,FREE entry into our �250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,,,
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,,,
spam,URGENT! Your Mobile number has been awarded with a �2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,,,
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :),,,
ham,"Sorry, I'll call later",,,
ham,Then she dun believe wat?,,,
ham,You still at the game?,,,
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,,,
ham,I'll be late...,,,
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",,,
ham,"That day �_ say �_ cut ur hair at paragon, is it called hair sense? Do �_ noe how much is a hair cut? ",,,
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,,,
ham,Sorry i missed your call. Can you please call back.,,,
ham,"You aren't coming home between class, right? I need to work out and shower!",,,
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,,,
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,,,
ham,I am in hospital da. . I will return home in evening,,,
ham,"U so lousy, run already come back then half dead... Hee...",,,
ham,You know what hook up means right?,,,
ham,Ok... The theory test? when are �_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,,,
ham,"Hi elaine, is today's meeting confirmed?",,,
ham,WHORE YOU ARE UNBELIEVABLE.,,,
ham,Hi msg me:)i'm in office..,,,
ham,Wat r u doing?,,,
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",,,
ham,Dude sux for snake. He got old and raiden got buff,,,
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,,,
ham,"Haha good to hear, I'm officially paid and on the market for an 8th",,,
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,,,
ham,I plane to give on this month end.,,,
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,,,
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),,,
